timestamp,household_id,consumption_kwh
2023-01-01 00:00:00,H001,0.04907337647926084
2023-01-01 00:15:00,H001,0.12400587057162074
2023-01-01 00:30:00,H001,0.0
2023-01-01 00:45:00,H001,0.06931115953513606
2023-01-01 01:00:00,H001,0.0630519247754759
2023-01-01 01:15:00,H001,0.039337782403215456
2023-01-01 01:30:00,H001,0.024575820190525628
2023-01-01 01:45:00,H001,0.01602337402377263
2023-01-01 02:00:00,H001,0.07119893985108484
2023-01-01 02:15:00,H001,0.05361221885856565
2023-01-01 02:30:00,H001,0.04632952255745969
2023-01-01 02:45:00,H001,0.05661525797608198
2023-01-01 03:00:00,H001,0.026314091135161588
2023-01-01 03:15:00,H001,0.06924250097488573
2023-01-01 03:30:00,H001,0.0
2023-01-01 03:45:00,H001,0.03520412356404455
2023-01-01 04:00:00,H001,0.027957910165922854
2023-01-01 04:15:00,H001,0.019457680186348414
2023-01-01 04:30:00,H001,0.03369052576281894
2023-01-01 04:45:00,H001,0.000483591377163594
2023-01-01 05:00:00,H001,0.15814643989716895
2023-01-01 05:15:00,H001,0.08866158177831339
2023-01-01 05:30:00,H001,0.08828276234313352
2023-01-01 05:45:00,H001,0.061287728228542296
2023-01-01 06:00:00,H001,0.19648390717681571
2023-01-01 06:15:00,H001,0.19567783196057786
2023-01-01 06:30:00,H001,0.13528605759934703
2023-01-01 06:45:00,H001,0.13448671683299718
2023-01-01 07:00:00,H001,0.109181638035281
2023-01-01 07:15:00,H001,0.18395486509602088
2023-01-01 07:30:00,H001,0.0636671319590079
2023-01-01 07:45:00,H001,0.16806500348176145
2023-01-01 08:00:00,H001,0.1319997996793952
2023-01-01 08:15:00,H001,0.06669003573667664
2023-01-01 08:30:00,H001,0.1624076636324729
2023-01-01 08:45:00,H001,0.13492004576317762
2023-01-01 09:00:00,H001,0.08965104152387207
2023-01-01 09:15:00,H001,0.04351361403406695
2023-01-01 09:30:00,H001,0.0
2023-01-01 09:45:00,H001,0.06164319038491027
2023-01-01 10:00:00,H001,0.025805912649266613
2023-01-01 10:15:00,H001,0.0
2023-01-01 10:30:00,H001,0.11175260816408028
2023-01-01 10:45:00,H001,0.03891651877347074
2023-01-01 11:00:00,H001,0.06225531351489422
2023-01-01 11:15:00,H001,0.0
2023-01-01 11:30:00,H001,0.04799846405745427
2023-01-01 11:45:00,H001,0.10433224001355057
2023-01-01 12:00:00,H001,0.0
2023-01-01 12:15:00,H001,0.06219779768883295
2023-01-01 12:30:00,H001,0.03373550941155188
2023-01-01 12:45:00,H001,0.10598782237926009
2023-01-01 13:00:00,H001,0.04532487958296655
2023-01-01 13:15:00,H001,0.09261934873818808
2023-01-01 13:30:00,H001,0.1005054181645969
2023-01-01 13:45:00,H001,0.05251730041566546
2023-01-01 14:00:00,H001,0.09377352233910011
2023-01-01 14:15:00,H001,0.05650311858838138
2023-01-01 14:30:00,H001,0.08641279154342629
2023-01-01 14:45:00,H001,0.021829834121252535
2023-01-01 15:00:00,H001,0.022070901047297378
2023-01-01 15:15:00,H001,0.010963895915205975
2023-01-01 15:30:00,H001,0.08244186285203066
2023-01-01 15:45:00,H001,0.12961580847047294
2023-01-01 16:00:00,H001,0.11732937252268207
2023-01-01 16:15:00,H001,0.057225815824684195
2023-01-01 16:30:00,H001,0.0611461790544796
2023-01-01 16:45:00,H001,0.11025782575436392
2023-01-01 17:00:00,H001,0.13516773597440856
2023-01-01 17:15:00,H001,0.0
2023-01-01 17:30:00,H001,0.04392177862438697
2023-01-01 17:45:00,H001,0.07706090814430637
2023-01-01 18:00:00,H001,0.17604742905960816
2023-01-01 18:15:00,H001,0.17452450715805434
2023-01-01 18:30:00,H001,0.27342254735807187
2023-01-01 18:45:00,H001,0.13622519647177445
2023-01-01 19:00:00,H001,0.14730063561418405
2023-01-01 19:15:00,H001,0.13004554955751008
2023-01-01 19:30:00,H001,0.09889542532809706
2023-01-01 19:45:00,H001,0.14494120737353572
2023-01-01 20:00:00,H001,0.13041122951094142
2023-01-01 20:15:00,H001,0.16342648725195294
2023-01-01 20:30:00,H001,0.22158460533227242
2023-01-01 20:45:00,H001,0.14401449487731743
2023-01-01 21:00:00,H001,0.21990303518385002
2023-01-01 21:15:00,H001,0.2245779149129609
2023-01-01 21:30:00,H001,0.17326095061092261
2023-01-01 21:45:00,H001,0.20284639621809858
2023-01-01 22:00:00,H001,0.11093280410069943
2023-01-01 22:15:00,H001,0.05139258252254222
2023-01-01 22:30:00,H001,0.058689183397439296
2023-01-01 22:45:00,H001,0.08759504323879308
2023-01-01 23:00:00,H001,0.0921494920194189
2023-01-01 23:15:00,H001,0.06642297426529913
2023-01-01 23:30:00,H001,0.10691183933766275
2023-01-01 23:45:00,H001,0.06016117881425477
2023-01-02 00:00:00,H001,0.05709091331618062
2023-01-02 00:15:00,H001,0.04888969967648848
2023-01-02 00:30:00,H001,0.0
2023-01-02 00:45:00,H001,0.0981878905833644
2023-01-02 01:00:00,H001,0.07657470098182158
2023-01-02 01:15:00,H001,0.0
2023-01-02 01:30:00,H001,0.06312466339556237
2023-01-02 01:45:00,H001,0.013737086365247765
2023-01-02 02:00:00,H001,0.06829029387321797
2023-01-02 02:15:00,H001,0.08396623011868302
2023-01-02 02:30:00,H001,0.057103936964694874
2023-01-02 02:45:00,H001,0.08868629594495486
2023-01-02 03:00:00,H001,0.058118180283924264
2023-01-02 03:15:00,H001,0.008874422046471122
2023-01-02 03:30:00,H001,0.0
2023-01-02 03:45:00,H001,0.0
2023-01-02 04:00:00,H001,0.0
2023-01-02 04:15:00,H001,0.05402488893545931
2023-01-02 04:30:00,H001,0.0
2023-01-02 04:45:00,H001,0.0
2023-01-02 05:00:00,H001,0.007518851129253393
2023-01-02 05:15:00,H001,0.013254545499870353
2023-01-02 05:30:00,H001,0.03347028723062
2023-01-02 05:45:00,H001,0.09201184169510844
2023-01-02 06:00:00,H001,0.12190799474257985
2023-01-02 06:15:00,H001,0.13968352016211777
2023-01-02 06:30:00,H001,0.19105408285497144
2023-01-02 06:45:00,H001,0.10147725596240295
2023-01-02 07:00:00,H001,0.20503851455320476
2023-01-02 07:15:00,H001,0.09764168659866096
2023-01-02 07:30:00,H001,0.12569533056389165
2023-01-02 07:45:00,H001,0.11122753022841227
2023-01-02 08:00:00,H001,0.2253323137581712
2023-01-02 08:15:00,H001,0.15288914121332098
2023-01-02 08:30:00,H001,0.1379963738874393
2023-01-02 08:45:00,H001,0.08781362844558291
2023-01-02 09:00:00,H001,0.12645447847621533
2023-01-02 09:15:00,H001,0.10905098429217375
2023-01-02 09:30:00,H001,0.03448680711964857
2023-01-02 09:45:00,H001,0.06964813137098563
2023-01-02 10:00:00,H001,0.08806281429098142
2023-01-02 10:15:00,H001,0.0849180055082353
2023-01-02 10:30:00,H001,0.044326381254239614
2023-01-02 10:45:00,H001,0.14432523692201388
2023-01-02 11:00:00,H001,0.05755189967799875
2023-01-02 11:15:00,H001,0.05908375513969023
2023-01-02 11:30:00,H001,0.11749358810800359
2023-01-02 11:45:00,H001,0.1053623737872571
2023-01-02 12:00:00,H001,0.11427352607689703
2023-01-02 12:15:00,H001,0.16331999769775024
2023-01-02 12:30:00,H001,0.03541686731171122
2023-01-02 12:45:00,H001,0.07625495276285212
2023-01-02 13:00:00,H001,0.028747978857423306
2023-01-02 13:15:00,H001,0.0425084661458644
