timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2023-01-01 00:00:00,0.05496714153011233,0.0164901424590337,238.0943705058222,10.295175039185137,0.0164901424590337,0.021986856612044935,0.0164901424590337
2023-01-01 00:15:00,0.04861735698828815,0.014585207096486445,243.44008860332332,10.428981120469127,0.014585207096486445,0.019446942795315263,0.014585207096486445
2023-01-01 00:30:00,0.05647688538100693,0.016943065614302078,233.45912945019035,8.146072552075783,0.016943065614302078,0.022590754152402776,0.016943065614302078
2023-01-01 00:45:00,0.06523029856408026,0.01956908956922408,234.2535219747853,11.595168394669752,0.01956908956922408,0.026092119425632106,0.01956908956922408
2023-01-01 01:00:00,0.03574384968957498,0.010723154906872494,238.50782352176276,8.929431011008168,0.010723154906872494,0.014297539875829993,0.010723154906872494
2023-01-01 01:15:00,0.035743972822881144,0.010723191846864343,233.17198148331164,9.976817389319393,0.010723191846864343,0.014297589129152459,0.010723191846864343
2023-01-01 01:30:00,0.049344096116305435,0.01480322883489163,230.49764860521668,7.5762340988462,0.01480322883489163,0.019737638446522175,0.01480322883489163
2023-01-01 01:45:00,0.04325576046864681,0.012976728140594043,232.53261420190123,10.07978795519784,0.012976728140594043,0.017302304187458727,0.012976728140594043
2023-01-01 02:00:00,0.02265262807032524,0.006795788421097571,238.78642705775616,10.380354963119094,0.006795788421097571,0.009061051228130097,0.006795788421097571
2023-01-01 02:15:00,0.027712800217929826,0.008313840065378948,243.1526540816274,10.072459900182965,0.008313840065378948,0.011085120087171932,0.008313840065378948
2023-01-01 02:30:00,0.02268291153593769,0.006804873460781307,243.25683267196413,8.439374252537723,0.006804873460781307,0.009073164614375077,0.006804873460781307
2023-01-01 02:45:00,0.022671351232148716,0.006801405369644614,247.93957716269546,12.25587386599314,0.006801405369644614,0.009068540492859488,0.006801405369644614
2023-01-01 03:00:00,0.02620981135783017,0.007862943407349051,240.5083255878543,11.16688069079472,0.007862943407349051,0.01048392454313207,0.007862943407349051
2023-01-01 03:15:00,0.01543359877671101,0.004630079633013303,241.18100256164414,9.722198958756145,0.004630079633013303,0.006173439510684404,0.004630079633013303
2023-01-01 03:30:00,0.016375410837434837,0.004912623251230451,238.74796481485828,9.703858469707836,0.004912623251230451,0.006550164334973935,0.004912623251230451
2023-01-01 03:45:00,0.022188562353795137,0.006656568706138541,238.99086767131996,8.523709481788435,0.006656568706138541,0.008875424941518056,0.006656568706138541
2023-01-01 04:00:00,0.02990376659749182,0.008971129979247545,250.40272665797607,8.754354999268994,0.008971129979247545,0.011961506638996729,0.008971129979247545
2023-01-01 04:15:00,0.03985685499446455,0.011957056498339365,241.30675718627515,12.913709607379287,0.011957056498339365,0.01594274199778582,0.011957056498339365
2023-01-01 04:30:00,0.030689819433590917,0.009206945830077275,241.7413713454706,9.28335594502688,0.009206945830077275,0.012275927773436368,0.009206945830077275
2023-01-01 04:45:00,0.02690772223998531,0.008072316671995592,234.27442848541517,15.527827765731235,0.008072316671995592,0.010763088895994125,0.008072316671995592
2023-01-01 05:00:00,0.1293129753784311,0.03879389261352933,242.05211137452534,7.680706569224354,0.03879389261352933,0.05172519015137244,0.03879389261352933
2023-01-01 05:15:00,0.0954844739902693,0.028645342197080786,243.29165989661732,10.737549882871823,0.028645342197080786,0.038193789596107725,0.028645342197080786
2023-01-01 05:30:00,0.10135056409375848,0.03040516922812754,245.55155063968934,10.452413573815736,0.03040516922812754,0.040540225637503396,0.03040516922812754
2023-01-01 05:45:00,0.07150503627573086,0.02145151088271926,243.1504226245075,10.072506157711356,0.02145151088271926,0.028602014510292345,0.02145151088271926
2023-01-01 06:00:00,0.26733703652848906,0.08020111095854672,239.36630885958007,6.8158445319912,0.08020111095854672,0.10693481461139563,0.08020111095854672
2023-01-01 06:15:00,0.306655355382592,0.09199660661477758,239.15288343568395,7.257546015382552,0.09199660661477758,0.1226621421530368,0.09199660661477758
